Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
"262A000027 – Aquisição de consumíveis para a realização de terapia de feridas por pressão negativa, com colocação de equipamento, para o ano 2026";Concurso público;Aquisição de bens móveis;33190000-8;Principal;Dispositivos e produtos médicos variados;75550.0 € ;"Unidade Local de Saúde de Santa Maria, E. P. E. (508481287)";3M ESPANHA SUCURSAL PORTUGAL (980560241);"75.550,00 €";01-04-2026;30-03-2026;275 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/aWdxODRJcWpzbVpEditMM09xZ0FVL2d1Wk56Z2wyY0lzcjk2Z0NVQXVxMnlBV25jYXBkVkhPY3UrQm1kVkV0RHJ4SWxhWldpZmtYdWNVcjE0eWswUmc9PVMrekZW;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Fardamento de Segurança;Concurso público;Aquisição de bens móveis;35113000-9;Principal;Equipamento de segurança;70681.93 € ;"AC, Águas de Coimbra, EM (506566307)";"HR PROTECÇÃO, SA (505766205)";"70.681,93 €";01-04-2026;19-02-2026;730 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/em-aguasdecoimbra/faces/app/acessoDocs.jsp?codigoAcesso=IT6s1JRD88nOfAIdZkl7UDPj5yDlxooO5bixo65fs9mrEYmYjW;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
0200353.242026 - Aquisição de Elétrodos para Monotorização Cardíaca;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;4177.14 € ;"Unidade Local de Saúde de Entre o Douro e Vouga, EPE (508878462)";"EZEQUIEL PANAO JORGE,LDA (501412727)";"4.177,14 €";01-04-2026;09-03-2026;1096 dias;"Portugal, Aveiro, Santa Maria da Feira<BR/>Portugal, Aveiro, Santa Maria da Feira";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/dXkvenV6L0JheUx3a3cwZVVZdWdSbEdYb1FNZGo3ODd6RVhTRHVZcmc1ZmJ6V0hwbUVKTHB5Ky9PODRVYUJ2SG9OSGJsVHNyZlU0cHoxSWZWa0FuVmc9PV9FdU5D;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 5301/25 - Assistência Técnica ao Hardware do Datacenter e Serviços de Engenharia de Sistemas;Concurso público;Aquisição de serviços;50312300-8;Principal;Manutenção e reparação de equipamento para redes de dados;14979.0 € ;"Instituto Português de Oncologia do Porto Francisco Gentil, EPE (506362299)";"Ricoh Portugal IT Services, Lda. (504099388)";"14.979,00 €";01-04-2026;23-03-2026;305 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/bitrQ3dLSXpXZVZhaWQzWWg3V2dVMFE1ckkrOXhiYXY0MEY0cG5YSzQyZjFuTm5mUTFDUkZTeTlzWGkwVHRhYUVHRldFQ3B5cUpuNFBBV0dBZnlNVlE9PVc3R0w0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de mobiliário e quadros interativos para salas de formação - PRR;Concurso público;Aquisição de bens móveis;30195200-4;Principal;Quadros electrónicos ou acessórios;29856.0 € ;"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";"BCN - Sistemas de Escritório e Imagem, SA (505317087)";"29.856,00 €";01-04-2026;31-03-2026;122 dias;"Portugal, Braga, Barcelos";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTA2NjI2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de solução tecnológica de speech-to-text e NLP que permita preenchimento adequado de diários clínicos e similares, no âmbito hospitalar e CSPs (PRR)";Concurso público;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;1016949.12 € ;"Serviços Partilhados do Ministério da Saúde, EPE (509540716)";"Promptly Software Solutions for Health Measures, SA (514420332)";"1.016.949,12 €";01-04-2026;30-03-2026;60 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/R05zd3lBaDl2NlZad1ZFTHNudU9zdjJ3by9QSFdUdkZhaTlJQ0N0RzhnRlMzR1lHdWVWNWxQcHEzc0I5cDN5QVpiTFZPaXEwSU9Yd1ZyTEFTaXorSGc9PUN3cSZH;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aluguer operacional de 11 veículos automóveis ligeiros pelo período de 24 meses;Concurso público;Aquisição de serviços;50111100-7;Principal;Serviços de gestão de frotas de veículos;254607.56 € ;Município de Elvas (501272968);MONDEGORENT  Rent a Car LDA (516717600);"254.607,56 €";01-04-2026;31-03-2026;731 dias;"Portugal, Portalegre, Elvas";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/WFFONXFVWmNSUFN1L09GQXpQd05oaUVDbXBhbE55aDZaYXY3V0d2V0RXaURTZVo4djRSUTBaQzFmRk9RcGY1OWEwNlMxSnNjSmJNcm9YM1dEWjdrdFE9PWJuZF5V;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
ICP20250088-MAT. TERAPEUT. DA DOR - RADIOFREQUENCIA;Concurso público;Aquisição de bens móveis;33190000-8;Principal;Dispositivos e produtos médicos variados;97500.0 € ;"Serviço de Saúde da Região Autónoma da Madeira, EPE-RAM (511228848)";Avanos Medical Portugal Lda (517921928);"97.500,00 €";01-04-2026;31-03-2026;1096 dias;"Portugal, Região Autónoma da Madeira, Funchal<BR/>Portugal, Região Autónoma da Madeira, Funchal<BR/>Portugal, Região Autónoma da Madeira, Funchal<BR/>Portugal, Região Autónoma da Madeira, Funchal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTg2MTQz;false;;;"Código dos Contratos Públicos (DL 111-B/2017) e Lei n.º 30/2021, de 21.05 e DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";false;false;
02/001287.29/2026 - Aquisição de Material para a Cirurgia de Obesidade Laparoscópica;Concurso público;Aquisição de bens móveis;33160000-9;Principal;Técnicas cirúrgicas;214000.0 € ;"Unidade Local de Saúde de Entre o Douro e Vouga, EPE (508878462)";"MEDTRONIC PORTUGAL, LDA. (504223933)";"214.000,00 €";01-04-2026;19-03-2026;60 dias;Portugal;Artigo 155.º do Código dos Contratos Públicos;;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/Yy9qZ1BUVm1NTnI1Y1puY2RSUjZyRXpSOThJbmtSSEN4SlZmbDE2Sk4xdk0wNGtsdE5TKzJVR2poakcxTXl1ZEo3VFRrK2JSVUlsdndDdWM0QTZSL1E9PVZLM3o0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IP8 (EN260) - SERPA (KM 28+580) E VN SÃO BENTO (45+885) - REABILITAÇÃO;Concurso público;Aquisição de serviços;71335000-5;Principal;Estudos de engenharia;397552.08 € ;"Infraestruturas de Portugal, SA (503933813)";"PROF. EDGAR CARDOSO, ENG. LAB. ESTRUTURAS, LDA (502813237)";"397.552,08 €";01-04-2026;30-03-2026;390 dias;"Portugal, Beja, Serpa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/infraestruturasdeportugal-ip/faces/app/acessoDocs.jsp?codigoAcesso=YYZNfomKbctfphRrDpaLmn5tbZ1kqzJybccLRPTaMNfp1K14cB;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de medicamentos de várias áreas terapêuticas;Concurso público;Aquisição de bens móveis;33690000-3;Principal;Medicamentos vários;61188.25 € ;"Unidade Local de Saúde do Alentejo Central, E. P. E. (508085888)";"LABESFAL, Laboratório Almiro S.A. (501169580)";"61.188,25 €";01-04-2026;13-08-2025;2830 dias;"Portugal, Évora, Évora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/cGNHczZwekR6RXRQK2d0QXYrWEdEai80ejFadUdiaVh2TlZET0dCTTdOM3dGZk8zbkhxR3hyZGJ0S0R4WW5TS3cveU1yQzdEayt5S0crd3dGLzRiSVE9PW82ajZW;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento de Eletricidade para instalações alimentadas em BTE e BTN ¿ Ano 2026 ;Concurso público;Aquisição de bens móveis;09310000-5;Principal;Electricidade;53646.82 € ;Freguesia de São Martinho do Porto (506450201);"EDP Comercial, SA (503504564)";"53.646,82 €";01-04-2026;20-01-2026;345 dias;"Portugal, Leiria, Alcobaça";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.compraspt.com/cpt-jfmartinhoporto/faces/app/acessoDocs.jsp?codigoAcesso=nPkaDvxBaP8GYerZYnYGavtv0nCZZjQXinh0O0Niya0VHoKncB;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Contratação de serviços de aluguer de 4 viaturas em regime de rent-a-car;Concurso público;Aquisição de serviços;60170000-0;Principal;Aluguer de veículos para transporte de passageiros com condutor;29760.0 € ;"Laboratório Nacional de Engenharia Civil, IP (501389660)";CRC - Car Rental Company (514157607);"29.760,00 €";01-04-2026;31-03-2026;365 dias;"Portugal, Lisboa, Lisboa";"Artigo 155.º, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/SEFHV2lQcFg5TndpNUJvbG9jUVBya2dSVGEwdk5wS0dZeUZBRnMzVHYyOXN3OEs0dzBsOEd1a0FjUTh2Vm5LUmRMQVlsK2NRRFk5VUFsclhpSTFpT2c9PVMkTHJA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de segurança e vigilância para as instalações do Parque de Campismo Baía Azul ¿ Ano 2026;Concurso público;Aquisição de serviços;79710000-4;Principal;Serviços de segurança;79401.7 € ;Freguesia de São Martinho do Porto (506450201);PROTECÇÃO TOTAL - SEGURANÇA PRIVADA S.A. (507756002);"79.401,70 €";01-04-2026;01-03-2026;306 dias;"Portugal, Leiria, Alcobaça";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.compraspt.com/cpt-jfmartinhoporto/faces/app/acessoDocs.jsp?codigoAcesso=J25LeyGEXvAPwdiy0Sp3NbUBtJ0PL2NOTygF64n9EQW7GWzSnP;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aquisição de Fibras Laser, com colocação contra consumo de equipamentos";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;78540.0 € ;"Unidade Local de Saúde do Alentejo Central, E. P. E. (508085888)";Artur Oliveira Medical Tech Lda (515714909);"78.540,00 €";01-04-2026;19-12-2025;3287 dias;"Portugal, Évora, Évora";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/QmNodlpWaXBPSWhoejVvN0NEa1BGR1hGejlOWGhsSC9XWlp1NngzeUpFSU5IV3ZGMm4xTW16Rnd5a2dTS2NQcXhMQktWNWlDV290SGVMK2pUOW9ZbUE9PXRKeGJt;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Locação de bens móveis inerentes a serviço de impressão, cópia, digitalização, consumíveis, software, suporte e manutenção";Concurso público;Aquisição de serviços;50313200-4;Principal;Serviços de manutenção de fotocopiadoras;139490.56 € ;Município de Elvas (501272968);"COPIALTA REPRESENTAÇÕES, LDA (502852577)";"139.490,56 €";01-04-2026;31-03-2026;1096 dias;"Portugal, Portalegre, Elvas";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/YlVSVi9FUHlOL1hBRUYxZTBFZjRlS2ZqQnQ2cGtyTlBmaTZHeWs1Nmptc2l6dC8wSFlRY0c4VEdtWU9XYkltamttQTNRaHRCTCtaMU0yZ2h6WDBLdVE9PVpEc1lC;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Concurso Público Internacional nº 1399/2025 – Aquisição de Implantes de sistema de estimulação medular para um período de 24 meses para a ULS de Santo António, EPE";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;648750.0 € ;"Unidade Local de Saúde de Santo António, E. P. E. (517392259)";"Boston Scientific Portugal, Dispositivos Médicos, Lda. (504988964)";"648.750,00 €";01-04-2026;27-03-2026;731 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/aXgzTm1QbnFHMk9VdDNjdnRLdUdhMjRmK242OWJuZmZSeVdKZC9sejM5ZSt2aVpZWC9yRnZKZkhRcFhUT1VkYTJ0eEtIT0RBVnhJb29SVyt0T1lWNFE9PV4oX2FJ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de equipamentos para as secções de formação do CPJ, nas áreas do audiovisual e produção dos media, de música e de multimédia";Concurso público;Aquisição de bens móveis;32300000-6 | 37300000-1;Principal | Suplementar;Aparelhos receptores de rádio e televisão e aparelhos para gravação ou reprodução de som e imagem | Instrumentos musicais e respectivas peças;45461.89 €  | 24898.6 € ;Centro Protocolar de Formação Profissional para o Setor da Justiça (502104511);Viana Musica (502162414);"70.360,49 €";01-04-2026;24-03-2026;20 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0OTc4Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de equipamentos para as secções de formação do CPJ, nas áreas do audiovisual e produção dos media, de música e de multimédia";Concurso público;Aquisição de bens móveis;30200000-1;Principal;Equipamento e material informático;10792.0 € ;Centro Protocolar de Formação Profissional para o Setor da Justiça (502104511);PRN Informática (504100327);"10.792,00 €";01-04-2026;23-03-2026;20 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0OTc4Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de equipamentos para as secções de formação do CPJ, nas áreas do audiovisual e produção dos media, de música e de multimédia";Concurso público;Aquisição de bens móveis;32300000-6;Principal;Aparelhos receptores de rádio e televisão e aparelhos para gravação ou reprodução de som e imagem;9198.0 € ;Centro Protocolar de Formação Profissional para o Setor da Justiça (502104511);"Tech Plaza, Lda (507924320)";"9.198,00 €";01-04-2026;23-03-2026;20 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0OTc4Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de auditoria externa para a realização de auditorias a operações cofinanciadas por fundos e instrumentos de financiamento europeus ;Concurso público;Aquisição de serviços;79212000-3;Principal;Serviços de auditoria;61600.0 € ;"Agência para o Desenvolvimento e Coesão, IP (510928374)";"JÚLIO ALVES, CABRAL, SARAIVA & ASSOCIADO, SROC, LDA (501458107)";"61.600,00 €";01-04-2026;31-03-2026;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzYx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento e instalação de Smartboards ;Concurso público;Aquisição de bens móveis;30195200-4;Principal;Quadros electrónicos ou acessórios;29790.0 € ;Faculdade de Ciências da Universidade de Lisboa (502618418);"BI - BRIGHT, COMUNICAÇÃO VISUAL INTERACTIVA S.A. (508975662)";"29.790,00 €";01-04-2026;27-03-2026;30 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1Njc1Nw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Seleção de um Operador Económico para Prestação de Serviços para a Plataforma de Pagamentos (Gateway de Pagamentos), que permite agregar os diversos tipos de pagamentos dentro da Plataforma @MADEIRA";Concurso público;Aquisição de serviços;66110000-4;Principal;Serviços de banca;Inexistente;"Agência de Inovação e Modernização da Região Autónoma da Madeira, IP-RAM (517252481)";"PAYPAYUE - Instituição de Pagamento, Unipessoal Lda (507979168)";"0,00 €";01-04-2026;31-03-2026;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwMjY5NA;false;;;"Código dos Contratos Públicos (DL 111-B/2017) e Lei n.º 30/2021, de 21.05 e DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";false;false;
Fornecimento continuo de contadores de água limpa fria;Concurso público;Aquisição de bens móveis;38421100-3;Principal;Contadores de água;14488.0 € ;"Vimágua - Empresa de Água e Saneamento de Guimarães e Vizela, EIM, SA (505993082)";"JANZ - Contagem e Gestão de Fluidos, SA (505232235)";"14.488,00 €";31-03-2026;30-03-2026;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0ODM0NA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"BM_01.2026 -Aquisição de Veículos Operacionais (VLCI e VCOT) - Lote 1 - e Aquisição de retroescavadora - Lote 2 -, no âmbito da candidatura CENTRO2030-FEDER-03150400";Concurso público;Aquisição de bens móveis;34144210-3;Principal;Veículos de combate a incêndios;83380.0 € ;Município de Fornos de Algodres (505592959);"Espaço Mecânico, S.A. (502930462)";"83.380,00 €";31-03-2026;27-03-2026;30 dias;"Portugal, Guarda, Fornos de Algodres";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/MllhbHp2LytsUlBveTlZeDczMG95UW9zVkthR0d4dmd0dDhGUHJUWXBXenhYa2t6ejR3cHp5blg3RndvalU3RUF2M1BZak4vWE9QQnNzVnBmckNCakE9PVFsa19Y;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aluguer e instalação de equipamentos para a Feira JobShop Ciências 2026;Concurso público;Aquisição de serviços;79952000-2;Principal;Serviços de eventos;37914.0 € ;Faculdade de Ciências (502618418);VTE EVENTOS LDA (510782582);"37.914,00 €";31-03-2026;31-03-2026;7 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODI0Mg;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
4025026849/DA/P0017A/2025-Aquisição de Colchões ortopédicos Exército para CNR;Concurso público;Aquisição de bens móveis;39143112-4;Principal;Colchões;140000.0 € ;Gabinete do Chefe do Estado-Maior do Exército (600021610);J. J. LOURO PEREIRA S.A. (501135227);"140.000,00 €";31-03-2026;30-03-2026;60 dias;Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTk3MDM3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
